lat,lon
39.7057304,20.8133259
39.7057304,20.8133259
39.7057304,20.8133259
39.7057304,20.8133259
39.7057304,20.8133259
39.7057304,20.8133259
39.7057304,20.8133259
39.7057304,20.8133259
39.7057304,20.8133259
39.7057304,20.8133259
39.7057304,20.8133259
39.7057304,20.8133259
39.7057304,20.8133259
39.7057304,20.8133259
39.7057304,20.8133259
39.7057304,20.8133259
39.7057304,20.8133259
39.7057304,20.8133278
39.7057304,20.8133278
39.7057304,20.8133259
39.7057304,20.8133259
39.7057304,20.8133278
39.7057304,20.8133278
39.7057304,20.8133278
39.7057304,20.8133278
39.7057304,20.8133278
39.7057304,20.8133278
39.7057304,20.8133278
39.7057304,20.8133278
39.7057304,20.8133278
39.7057304,20.8133278
39.7057304,20.8133259
39.7057304,20.8133259
39.7057304,20.8133278
39.7057304,20.8133278
39.7057304,20.8133259
39.7057304,20.8133259
39.7057343,20.8133278
39.7057343,20.8133278
39.7057343,20.8133278
39.7057304,20.8133278
39.7057304,20.8133278
39.7057304,20.8133278
39.7057304,20.8133278
39.7057304,20.8133278
39.7057304,20.8133278
39.7057304,20.8133278
39.7057304,20.8133278
39.7057304,20.8133278
39.7057304,20.8133278
39.7057304,20.8133278
39.7057304,20.8133278
39.7057304,20.8133278
39.7057304,20.8133278
39.7057343,20.8133278
39.7057343,20.8133278
39.7057343,20.8133278
39.7057343,20.8133259
39.7057343,20.8133259
39.7057304,20.8133278
39.7057304,20.8133278
39.7057343,20.8133278
39.7057304,20.8133316
39.7057343,20.8133316
39.7057343,20.8133278
39.7057343,20.8133278
39.7057343,20.8133278
39.7057343,20.8133259
39.7057343,20.8133259
39.7057343,20.8133278
39.7057343,20.8133278
39.7057343,20.8133278
39.7057343,20.8133278
39.7057343,20.8133278
39.7057343,20.8133278
39.7057343,20.8133259
39.7057343,20.8133259
39.7057343,20.8133278
39.7057343,20.8133278
39.7057343,20.8133278
39.7057343,20.8133259
39.7057343,20.8133278
39.7057343,20.8133259
39.7057343,20.8133259
39.7057343,20.8133259
39.7057343,20.8133259
39.7057343,20.8133259
39.7057343,20.8133259
39.7057343,20.8133259
39.7057343,20.8133259
39.7057343,20.8133259
39.7057343,20.8133259
39.7057343,20.8133259
39.7057228,20.8133411
39.7057304,20.813324
39.7057343,20.8133278
39.7057343,20.8133278
39.7057343,20.8133278
39.7057343,20.8133278
39.7057343,20.8133278
39.7057343,20.8133278
39.7057343,20.8133259
39.7057343,20.8133259
39.7057343,20.8133259
39.7057343,20.8133259
39.7057343,20.8133278
39.7057304,20.8133278
39.7057228,20.8133335
39.705719,20.8133354
39.7057152,20.8133411
39.7057076,20.8133469
39.7056961,20.8133583
39.7056847,20.8133698
39.7056694,20.8133831
39.7056541,20.8133984
39.7056313,20.8134193
39.7056046,20.8134403
39.7055702,20.8134727
39.7054939,20.8135414
39.7054443,20.8135872
39.7053871,20.8136463
39.7053185,20.8137169
39.7052422,20.813797
39.7051506,20.8138924
39.7050629,20.8139935
39.7049561,20.814106
39.7048264,20.8142395
39.7045898,20.8144855
39.7044449,20.8146362
39.7042694,20.8148212
39.7039719,20.8151531
39.7038002,20.8153343
39.7036209,20.8155251
39.7034264,20.8157177
39.703186,20.8159447
39.7027931,20.8163414
39.7025795,20.8165646
39.702343,20.8168125
39.7021103,20.8170547
39.7018852,20.8172855
39.7016487,20.8175297
39.7014008,20.8177891
39.7011681,20.8180275
39.7009239,20.8182697
39.700676,20.8185158
39.7004242,20.8187752
39.7001762,20.8190193
39.6999359,20.8192673
39.6996841,20.819519
39.6994324,20.819767
39.6991806,20.820013
39.6989174,20.8202686
39.6986732,20.8205013
39.6984138,20.8207588
39.6981354,20.8210373
39.6976662,20.8214855
39.6974068,20.8217297
39.6971512,20.8219776
39.6968842,20.8222408
39.6966248,20.8225021
39.696373,20.8227673
39.6961327,20.8230267
39.6958771,20.8233147
39.6956253,20.823595
39.6953888,20.8238583
39.6951408,20.8241367
39.69487,20.82444
39.694397,20.8249702
39.6941528,20.8252468
39.6939087,20.8255215
39.693676,20.8257999
39.6934509,20.8260765
39.6932182,20.8263645
39.6929817,20.8266582
39.6927147,20.8269958
39.6922989,20.8275414
39.6920662,20.8278484
39.6918449,20.8281574
39.6916084,20.8284683
39.6913643,20.8287888
39.6911278,20.8291073
39.6908798,20.8294468
39.6906471,20.8297615
39.6903954,20.8300858
39.6901512,20.8304043
39.689888,20.8307514
39.6896553,20.8310699
39.6894112,20.8314133
39.6891708,20.8317509
39.6889267,20.8321037
39.6886864,20.8324718
39.6884537,20.8328075
39.6882057,20.8331623
39.687973,20.8334942
39.6877289,20.8338394
39.6874771,20.8342037
39.687252,20.834528
39.6870079,20.834877
39.6867752,20.8352337
39.6865387,20.8355846
39.6863022,20.8359356
39.6860657,20.8362961
39.685833,20.8366585
39.6856003,20.8370171
39.6853676,20.8373795
39.6851273,20.837759
39.684906,20.8381081
39.6846695,20.8384666
39.6844292,20.8388252
39.684185,20.8391838
39.6839256,20.8395348
39.6836586,20.8398743
39.6833992,20.8402252
39.683136,20.8405972
39.6828957,20.8409443
39.6826515,20.8413067
39.6824036,20.841671
39.682148,20.842041
39.6819,20.8424187
39.6816521,20.8427963
39.6813431,20.8432541
39.680851,20.8439579
39.680584,20.8443356
39.6803093,20.8447189
39.6800308,20.8451061
39.67976,20.8455048
39.6794853,20.845911
39.6792145,20.8463097
39.6789513,20.8467102
39.6786766,20.8471165
39.6783981,20.8475285
39.6781273,20.8479385
39.6778526,20.8483467
39.6775818,20.8487492
39.6773033,20.8491497
39.6770248,20.8495522
39.6767502,20.8499489
39.6764755,20.8503551
39.6761932,20.8507576
39.6759186,20.851162
39.6756287,20.8515797
39.6753654,20.8519669
39.6750755,20.8523922
39.6748123,20.8527756
39.6745453,20.8531818
39.6742668,20.8536034
39.6740227,20.8539791
39.6737556,20.8543739
39.6734924,20.8547668
39.673233,20.8551655
39.6729736,20.8555679
39.6727028,20.8559742
39.6724358,20.8563671
39.6721573,20.8567543
39.6718483,20.857132
39.6715202,20.8574886
39.6711884,20.8578186
39.6708107,20.8581314
39.6704407,20.8584118
39.6700363,20.8586807
39.6696281,20.8589211
39.6692085,20.8591366
39.6687927,20.859333
39.668354,20.8595123
39.6679001,20.8596668
39.6674461,20.8597794
39.6669884,20.8598423
39.6665192,20.8598633
39.66605,20.8598557
39.6655884,20.8598251
39.6651306,20.8597641
39.6646805,20.8596802
39.6642265,20.8595695
39.6637802,20.8594418
39.6633377,20.8592949
39.6628914,20.859127
39.6624527,20.8589497
39.6620102,20.858757
39.6615829,20.8585587
39.6611557,20.8583469
39.6607246,20.8581238
39.6602974,20.8579006
39.6598663,20.857666
39.6594353,20.8574276
39.659008,20.8571815
39.6585808,20.8569374
39.6581612,20.8567009
39.6577263,20.8564568
39.657299,20.8562202
39.6568604,20.8559837
39.6564293,20.8557434
39.656002,20.8555012
39.6555634,20.8552494
39.6551399,20.85499
39.6547127,20.8547096
39.6542969,20.8544312
39.6538658,20.8541412
39.6534309,20.8538589
39.6530037,20.8535824
39.6525764,20.8532848
39.6521568,20.8529854
39.6517334,20.8526516
39.651329,20.852293
39.6509285,20.8519096
39.650528,20.8514938
39.6501694,20.8510818
39.6498108,20.8506355
39.6494675,20.8501644
39.649147,20.8496819
39.648819,20.8491306
39.6484985,20.8485069
39.6480408,20.847496
39.6478157,20.84692
39.6475983,20.846302
39.647419,20.8457108
39.6472588,20.8451099
39.6471176,20.8444805
39.6470032,20.8438568
39.6469078,20.8432331
39.6468391,20.8426285
39.6467896,20.8419762
39.6467705,20.8413486
39.6467628,20.8407364
39.6467781,20.8401012
39.6468201,20.8394852
39.6468887,20.8388729
39.6469841,20.8382645
39.6471024,20.8376617
39.6472244,20.8371086
39.6473732,20.8365459
39.6475525,20.8359756
39.647728,20.8354473
39.6479149,20.8349285
39.6481018,20.8344021
39.6482925,20.8338776
39.6484985,20.833334
39.6486969,20.8328133
39.6488914,20.8323116
39.6491051,20.8317871
39.6493187,20.8312626
39.6495361,20.830759
39.6497421,20.8302612
39.6499481,20.8297501
39.6501541,20.8292484
39.6503601,20.8287163
39.6505623,20.8282013
39.6507607,20.8276939
39.6509666,20.8271828
39.651165,20.8266773
39.6513672,20.82617
39.6515656,20.825676
39.6517715,20.8251877
39.6519852,20.8246956
39.6522026,20.8242302
39.6524239,20.8237629
39.6526489,20.8233185
39.6528931,20.8228436
39.6531334,20.8223877
39.6533623,20.8219585
39.6535988,20.8215046
39.6538315,20.8210678
39.6540527,20.820631
39.6542778,20.8201885
39.6545181,20.8197365
39.654747,20.8193188
39.6549911,20.8188839
39.6552277,20.8184662
39.655468,20.8180408
39.6557121,20.8176174
39.6559486,20.8171902
39.6561813,20.8167534
39.6564178,20.8163071
39.6566391,20.815897
39.6568909,20.8154411
39.6571274,20.8150158
39.6573715,20.8145809
39.6576157,20.8141346
39.6578522,20.8136997
39.6581039,20.8132286
39.6583481,20.8127899
39.6585922,20.812355
39.6588402,20.8119278
39.6590881,20.8114872
39.6593361,20.8110504
39.6595879,20.8106136
39.6598473,20.810173
39.660099,20.8097305
39.6603584,20.8092899
39.6606255,20.8088379
39.6608887,20.8084049
39.661171,20.8079472
39.6614304,20.8075218
39.6617088,20.8070488
39.6619606,20.8066235
39.6622276,20.8061676
39.6625023,20.8057213
39.6627884,20.8052807
39.6630783,20.8048668
39.6633873,20.8044453
39.6636963,20.8040657
39.6640244,20.8036976
39.6643524,20.8033485
39.6646996,20.8030014
39.6650314,20.802681
39.6653748,20.8023624
39.665699,20.8020649
39.6660538,20.801754
39.6664009,20.8014584
39.6667442,20.8011646
39.6670837,20.8008709
39.6674347,20.8005791
39.6677742,20.8003025
39.6681175,20.800024
39.6684647,20.7997456
39.6688232,20.7994595
39.6691628,20.7991905
39.6695023,20.7989159
39.6698418,20.7986526
39.6701851,20.7983818
39.6705284,20.798111
39.6708908,20.7978268
39.6712227,20.7975616
39.671566,20.7972889
39.6719742,20.7969666
39.6726112,20.7964554
39.6729622,20.796175
39.6733131,20.7958908
39.6736717,20.7956009
39.6740112,20.7953224
39.6743622,20.7950401
39.6747169,20.7947655
39.6750641,20.7944889
39.675415,20.7942181
39.6757774,20.7939358
39.6761169,20.7936764
39.6764603,20.7934055
39.6768188,20.7931252
39.6771584,20.7928524
39.6775131,20.7925758
39.6778603,20.7922974
39.6782188,20.7920189
39.6785736,20.7917366
39.6789398,20.7914543
39.6793213,20.7911892
39.6796837,20.7909622
39.6800728,20.7907486
39.6804657,20.790554
39.6808662,20.7903786
39.681263,20.7902184
39.6816597,20.7900639
39.6820526,20.789917
39.6824455,20.7897701
39.6828384,20.7896194
39.6832237,20.789463
39.6836128,20.7893085
39.6840019,20.7891464
39.684391,20.7889843
39.6847725,20.7888184
39.6851578,20.7886505
39.6855392,20.7884769
39.6859398,20.7882862
39.6863098,20.788105
39.6866913,20.7879143
39.6870766,20.7877235
39.6874619,20.7875309
39.687851,20.7873268
39.6882744,20.7871075
39.6890221,20.7867146
39.6894226,20.786499
39.6898003,20.7862988
39.6901855,20.7860889
39.6905746,20.7858849
39.6910248,20.7856445
39.6917458,20.7852592
39.6921196,20.7850647
39.6925125,20.7848549
39.6928864,20.7846584
39.6932793,20.7844582
39.6936836,20.7842522
39.6940651,20.7840481
39.6944542,20.7838573
39.6948318,20.7836685
39.6952133,20.783474
39.6955872,20.7832813
39.695961,20.7830887
39.696331,20.7829018
39.6967049,20.7827129
39.6970596,20.7825279
39.6974182,20.7823391
39.6977806,20.782156
39.6981544,20.7819576
39.6988449,20.7815838
39.6992188,20.7813835
39.699913,20.7810135
39.700264,20.7808208
39.700634,20.7806206
39.7009926,20.7804298
39.7013512,20.7802353
39.7017174,20.7800465
39.7020912,20.7798576
39.7024498,20.7796707
39.702816,20.7794762
39.7031746,20.7792931
39.7035408,20.7791119
39.7039032,20.7789326
39.7042694,20.7787552
39.704628,20.7785816
39.7049866,20.7784061
39.7053528,20.7782192
39.7057152,20.7780285
39.7060776,20.7778454
39.7064514,20.7776546
39.7068176,20.7774639
39.70718,20.7772808
39.7075462,20.777092
39.7079163,20.776907
39.7082863,20.77672
39.7086525,20.7765388
39.709034,20.7763519
39.7093811,20.7761765
39.7097473,20.7759972
39.7101097,20.7758141
39.7104683,20.7756329
39.7108345,20.7754498
39.7111969,20.7752705
39.7115669,20.7750893
39.7119141,20.7749252
39.7122879,20.7747498
39.7126579,20.7745724
39.7130318,20.7743874
39.7133942,20.7742062
39.713768,20.7740211
39.714138,20.7738361
39.7145233,20.7736454
39.714901,20.7734528
39.7152557,20.7732735
39.7156296,20.7730846
39.7160149,20.772892
39.7163849,20.7727032
39.7167511,20.7725239
39.7171326,20.7723293
39.717495,20.77215
39.7178764,20.7719631
39.7182579,20.7717762
39.7186241,20.7716007
39.7190056,20.7714138
39.7193871,20.7712231
39.71978,20.7710285
39.7201614,20.7708378
39.7205467,20.7706432
39.720932,20.7704411
39.7213173,20.7702484
39.7217255,20.77005
39.7221107,20.769865
39.7225685,20.76964
39.7232971,20.7692947
39.7237015,20.7691078
39.724102,20.7689171
39.7245178,20.7687225
39.7249069,20.7685337
39.7253113,20.7683392
39.7257156,20.7681503
39.7261391,20.767952
39.726532,20.7677631
39.726944,20.7675648
39.7273674,20.7673626
39.7277756,20.7671642
39.7281914,20.7669621
39.7286148,20.7667561
39.7290306,20.7665558
39.7294579,20.766346
39.7298927,20.7661343
39.7303391,20.7659111
39.7307587,20.7656994
39.7311974,20.7654819
39.731636,20.7652664
39.7320786,20.7650509
39.7325134,20.7648335
39.7329483,20.7646255
39.7333832,20.7644234
39.7338142,20.7642155
39.7342529,20.7640057
39.7346916,20.7637959
39.7355156,20.7633953
39.7359467,20.7631836
39.7363434,20.7629967
39.7367439,20.7627983
39.7371521,20.7625961
39.7375603,20.7623959
39.737957,20.7621918
39.7383614,20.7619877
39.7387543,20.7617855
39.7391663,20.7615776
39.7395668,20.7613697
39.7399788,20.7611637
39.7403908,20.760952
39.740799,20.7607403
39.7412224,20.7605228
39.7420273,20.7601089
39.7424355,20.7598934
39.7428474,20.7596817
39.7432556,20.75947
39.7436714,20.7592583
39.7441635,20.7590179
39.7449379,20.7586517
39.7453613,20.7584476
39.7457848,20.7582283
39.7462273,20.7580147
39.746666,20.7578125
39.7471237,20.7575912
39.7475777,20.7573719
39.7480392,20.7571545
39.7485275,20.7569275
39.7489738,20.7567215
39.7494469,20.7565002
39.7499046,20.7562866
39.750351,20.7560787
39.7508202,20.7558632
39.7512665,20.7556515
39.7521172,20.755249
39.7525482,20.755043
39.7529907,20.7548275
39.7534142,20.7546196
39.7542076,20.7542152
39.754612,20.7540092
39.7550163,20.7538052
39.7554359,20.7535839
39.756218,20.7531738
39.7566147,20.7529602
39.7570152,20.7527504
39.757412,20.7525368
39.7578125,20.7523232
39.7582283,20.7521038
39.7590218,20.751688
39.7598152,20.7512684
39.7606049,20.7508545
39.7609787,20.7506638
39.7613678,20.7504673
39.7617607,20.7502689
39.7621651,20.7500687
39.7625618,20.7498741
39.7629318,20.749691
39.7633171,20.7494984
39.7637062,20.7493076
39.7640877,20.7491112
39.764473,20.7489109
39.7648697,20.7486992
39.7652397,20.7485085
39.7656288,20.7483025
39.7660027,20.7481079
39.7663841,20.7479
39.7667618,20.7476845
39.7671432,20.7474747
39.7675247,20.7472687
39.7679062,20.7470589
39.7682953,20.746851
39.7686729,20.7466583
39.769062,20.74646
39.7694664,20.7462502
39.7698402,20.7460518
39.7702255,20.7458515
39.7706184,20.7456455
39.7709999,20.7454472
39.7713928,20.7452393
39.7717781,20.7450333
39.7721901,20.7448196
39.7725792,20.7446175
39.772953,20.7444248
39.7733383,20.7442245
39.773735,20.7440166
39.7741241,20.7438202
39.7745209,20.7436275
39.77491,20.743433
39.7753029,20.7432365
39.7756996,20.743042
39.7760963,20.7428455
39.7764969,20.7426548
39.7768936,20.7424622
39.7772789,20.7422657
39.7776871,20.742054
39.7780762,20.7418499
39.7784653,20.7416553
39.7788582,20.741457
39.7792625,20.7412605
39.7796783,20.7410507
39.7800789,20.7408562
39.780468,20.7406731
39.7808723,20.7404785
39.7812653,20.7402992
39.7816849,20.7401085
39.7820702,20.7399311
39.7824669,20.7397442
39.7828751,20.7395611
39.7832794,20.7393723
39.78368,20.7391911
39.7841072,20.739006
39.7845078,20.7388325
39.7849007,20.7386665
39.7853012,20.7384834
39.785717,20.7382851
39.7861252,20.7380905
39.7865372,20.7379017
39.7869301,20.7377129
39.7873764,20.7375011
39.788166,20.7371082
39.7885818,20.736908
39.78899,20.7367077
39.7894363,20.7364845
39.7902336,20.7360897
39.7906456,20.7358837
39.7910767,20.735672
39.7914848,20.735466
39.7919006,20.7352562
39.7923203,20.7350445
39.7927361,20.7348347
39.7931557,20.7346191
39.7935791,20.7344093
39.7939949,20.7342014
39.7944336,20.7339783
39.7948532,20.7337666
39.7952538,20.7335701
39.795681,20.7333603
39.7961044,20.7331524
39.7965508,20.7329273
39.7969627,20.7327232
39.79739,20.7325153
39.7978249,20.7323036
39.7982559,20.73209
39.7986946,20.7318821
39.7991447,20.7316647
39.7995567,20.7314625
39.8000145,20.731245
39.8004646,20.7310295
39.8009071,20.7308178
39.8013268,20.7306156
39.8017654,20.7304039
39.8022232,20.7301865
39.8026619,20.7299747
39.8031006,20.7297668
39.8035469,20.7295532
39.8040161,20.7293262
39.8044701,20.7291107
39.8048973,20.7289066
39.8053474,20.7286892
39.8058014,20.7284718
39.8062553,20.7282524
39.8067131,20.728035
39.8071671,20.7278118
39.8076172,20.7275944
39.808075,20.7273731
39.8085289,20.7271538
39.8089867,20.7269306
39.8094482,20.7267094
39.8099022,20.7264881
39.8103561,20.726263
39.8108253,20.7260342
39.8112717,20.7258167
39.8117409,20.725584
39.8121758,20.7253685
39.8126335,20.7251377
39.8130798,20.7249184
39.8135567,20.7246704
39.8140793,20.7243881
39.8144417,20.7241802
39.8148842,20.7238998
39.8153076,20.7236252
39.8157387,20.7233257
39.8161583,20.7230129
39.8165741,20.7226887
39.8169861,20.722353
39.8173904,20.7220039
39.8177948,20.7216511
39.8181915,20.7213001
39.8185844,20.7209396
39.8189812,20.7205811
39.8193779,20.7202225
39.819767,20.7198658
39.8201599,20.7195148
39.8205566,20.7191601
39.8209457,20.7188072
39.8213348,20.7184544
39.8218002,20.7180386
39.8221169,20.7177525
39.8225098,20.7173996
39.8228989,20.7170544
